"id_requisicao","num_movimentacoes","num_anexos","valor_estimado","dias_em_processamento","passou_distribuidora","id_tipo_irregularidade","id_subtipo_irregularidade","tem_descricao","tem_link_fatura","tem_periodos","avancou"
17329,10,0,6000.00,785,0,5,12,1,1,1,0
17330,9,0,25000.00,785,0,2,4,1,1,1,0
17331,14,0,30000.00,784,0,2,4,1,1,1,0
17332,15,0,9000.00,784,0,5,12,1,1,1,0
17333,20,0,20000.00,784,0,2,4,1,1,1,0
17340,18,0,2500.00,784,0,2,4,1,1,1,0
17363,34,0,3000.00,784,0,2,4,1,1,1,1
17365,57,0,5000.00,784,0,2,4,1,1,1,1
17368,17,0,3400.00,784,0,2,4,1,1,1,0
17369,32,0,24000.00,783,0,7,11,1,1,1,1
17370,13,0,9000.00,783,0,2,4,1,1,1,0
17371,27,0,13000.00,783,0,2,4,1,1,1,0
17372,13,0,0.00,783,0,5,12,1,1,1,0
17374,17,0,0.00,783,0,5,12,1,1,1,0
17378,10,0,5000.00,782,0,5,12,1,1,1,0
17382,16,0,4000.00,778,0,5,12,1,1,1,0
17383,23,0,4000.00,778,0,2,4,1,1,1,0
17384,9,0,30000.00,778,0,3,5,1,1,1,0
17387,11,0,70000.00,754,0,2,4,1,1,1,0
17389,39,0,48000.00,754,0,2,4,1,1,1,1
17390,30,0,40000.00,754,0,2,4,1,1,1,1
17391,16,0,40000.00,754,0,2,4,1,1,1,0
17392,27,0,3930702.00,754,0,2,4,1,1,1,1
17393,9,0,22000.00,754,0,2,4,1,1,1,0
17394,38,0,21000.00,754,0,2,4,1,1,1,1
17395,12,0,19000.00,754,0,2,4,1,1,1,0
17396,95,0,16000.00,754,0,2,4,1,1,1,1
17397,26,0,10000.00,754,0,2,4,1,1,1,1
17398,15,0,10000.00,754,0,2,4,1,1,1,0
17399,12,0,10000.00,754,0,2,4,1,1,1,0
17400,11,0,4000.00,754,0,2,4,1,1,1,0
17401,10,0,2500.00,754,0,2,4,1,1,1,0
17404,43,0,1000.00,754,0,2,4,1,1,1,1
17406,38,0,1000.00,754,0,7,11,1,1,1,1
17409,16,0,473.00,754,0,4,10,1,1,1,0
17410,10,0,6000.00,733,0,7,25,1,1,1,0
17428,10,0,200.00,733,0,7,25,1,1,1,0
17457,11,0,10000.00,726,0,7,25,1,1,1,0
17460,13,0,1350.00,726,0,7,25,1,1,1,0
17461,12,0,1200.00,726,0,7,25,1,1,1,0
17465,10,0,450.00,726,0,7,25,1,1,1,0
17466,14,0,350.00,726,0,7,25,1,1,1,0
17467,12,0,350.00,726,0,7,25,1,1,1,0
17468,12,0,200.00,726,0,7,25,1,1,1,0
17469,12,0,200.00,726,0,7,25,1,1,1,0
17473,13,0,70.00,726,0,7,25,1,1,1,0
17476,13,0,50.00,726,0,7,25,1,1,1,0
17488,10,0,800.00,725,0,7,25,1,1,1,0
17489,11,0,750.00,725,0,7,25,1,1,1,0
17491,11,0,450.00,725,0,7,25,1,1,1,0
17492,89,0,320.00,725,0,7,25,1,1,1,1
17494,12,0,50.00,725,0,7,25,1,1,1,0
17496,10,0,1.00,725,0,7,25,1,1,1,0
17497,12,0,1.00,725,0,7,25,1,1,1,0
17498,9,0,550.00,722,0,7,25,1,1,1,0
17500,9,0,180.00,722,0,7,25,1,1,1,0
17511,52,0,0.00,699,0,2,4,1,1,1,1
17515,21,1,100000.00,699,0,7,11,1,1,1,1
17531,15,1,30000.00,699,0,2,4,1,1,1,1
17536,18,1,40000.00,699,0,2,4,1,1,1,1
17538,7,0,70000.00,699,0,7,11,1,1,1,1
17545,65,0,0.00,699,0,11,27,1,1,1,1
17556,13,0,20000.00,699,0,2,4,1,1,1,1
17664,20,0,300000.00,698,0,2,4,1,1,1,1
17667,14,0,0.00,236,0,7,11,1,1,1,1
17668,12,0,5000.00,698,0,2,4,1,1,1,1
17671,14,0,3000.00,698,0,2,4,1,1,1,1
17673,33,1,5000.00,698,0,2,4,1,1,1,1
17674,16,1,3000.00,698,0,2,4,1,1,1,1
17675,20,3,10000.00,698,0,2,4,1,1,1,1
17676,28,2,30000.00,698,0,2,4,1,1,1,1
17678,20,2,5000.00,698,0,2,4,1,1,1,1
17680,28,0,2000.00,698,0,7,11,1,1,1,1
17686,15,1,20000.00,698,0,2,4,1,1,1,1
17687,50,0,40000.00,698,0,2,4,1,1,1,1
17689,24,0,12000.00,698,0,2,4,1,1,1,1
17690,19,1,8000.00,698,0,2,4,1,1,1,1
17698,16,0,30000.00,698,0,2,4,1,1,1,1
17699,46,0,100000.00,698,0,2,4,1,1,1,1
17701,22,2,55000.00,698,0,2,4,1,1,1,1
17702,21,1,50000.00,698,0,2,4,1,1,1,1
17703,23,2,30000.00,698,0,2,4,1,1,1,1
17705,22,1,6000.00,698,0,2,4,1,1,1,1
17706,26,1,4000.00,698,0,2,4,1,1,1,1
17707,18,2,20000.00,698,0,2,4,1,1,1,1
17709,18,2,70000.00,698,0,2,4,1,1,1,1
17713,11,0,7000.00,697,0,2,4,1,1,1,0
17716,9,0,6000.00,697,0,2,4,1,1,1,0
17717,29,1,9000.00,697,0,2,4,1,1,1,1
17718,12,0,50000.00,697,0,2,4,1,1,1,0
17719,9,0,8000.00,697,0,2,4,1,1,1,0
17720,8,0,30000.00,697,0,2,4,1,1,1,0
17721,8,0,9000.00,697,0,2,4,1,1,1,0
17722,12,0,90000.00,697,0,5,12,1,1,1,0
17723,12,0,15000.00,697,0,2,4,1,1,1,0
17724,8,0,40000.00,697,0,4,10,1,1,1,0
17725,9,0,11000.00,697,0,2,4,1,1,1,1
17727,9,0,5000.00,697,0,2,4,1,1,1,1
17728,14,0,20000.00,697,0,2,4,1,1,1,1
17732,12,1,2000.00,697,0,2,4,1,1,1,1
17733,11,0,6000.00,697,0,2,4,1,1,1,1
17736,11,0,10000.00,697,0,2,4,1,1,1,1
17737,14,0,12000.00,697,0,2,4,1,1,1,1
17739,12,0,6000.00,697,0,2,4,1,1,1,1
17740,12,0,5000.00,697,0,2,4,1,1,1,1
17741,12,0,22000.00,697,0,2,4,1,1,1,1
17742,15,0,10000.00,697,0,2,4,1,1,1,1
17743,10,0,3000.00,697,0,2,4,1,1,1,1
17744,10,0,3000.00,697,0,2,4,1,1,1,1
17745,10,0,20000.00,697,0,2,4,1,1,1,1
17746,9,0,6000.00,697,0,2,4,1,1,1,1
17747,10,0,12000.00,697,0,2,4,1,1,1,1
17748,9,0,8000.00,697,0,2,4,1,1,1,1
17749,12,0,10000.00,697,0,2,4,1,1,1,1
17750,9,0,3000.00,697,0,2,4,1,1,1,1
17755,20,3,7000.00,697,0,2,4,1,1,1,1
17764,14,0,3000.00,697,0,2,4,1,1,1,1
17793,19,0,10000.00,697,0,2,4,1,1,1,1
17810,15,1,15000.00,694,0,2,4,1,1,1,1
17814,16,1,30000.00,687,0,3,5,1,1,1,1
17816,15,0,1000.00,683,0,4,10,1,1,1,0
17823,35,0,40000.00,678,0,3,5,1,1,1,1
17826,13,0,25000.00,673,0,2,4,1,1,1,0
17862,6,0,0.00,662,0,4,10,1,1,1,1
17872,23,0,4000.00,652,0,2,4,1,1,1,1
17873,36,0,3000.00,652,0,2,4,1,1,1,1
17874,23,0,7000.00,652,0,2,4,1,1,1,1
17875,29,0,7000.00,652,0,2,4,1,1,1,1
17876,45,0,15000.00,652,0,2,4,1,1,1,1
17877,34,0,18000.00,652,0,2,4,1,1,1,1
17878,39,0,5000.00,652,0,2,4,1,1,1,1
17879,29,0,5000.00,652,0,2,4,1,1,1,1
17881,30,0,9000.00,652,0,2,4,1,1,1,1
17882,33,0,2500.00,652,0,2,4,1,1,1,1
17884,29,0,4000.00,652,0,2,4,1,1,1,1
17885,33,0,5000.00,652,0,2,4,1,1,1,1
17886,29,0,4000.00,652,0,2,4,1,1,1,1
17887,27,0,10000.00,652,0,2,4,1,1,1,1
17889,23,0,6000.00,652,0,2,4,1,1,1,1
17890,23,0,4000.00,652,0,2,4,1,1,1,1
17892,27,0,8000.00,652,0,2,4,1,1,1,1
17893,27,0,3000.00,652,0,2,4,1,1,1,1
17894,49,0,3000.00,652,0,2,4,1,1,1,1
17895,23,0,4000.00,652,0,2,4,1,1,1,1
17896,33,0,4000.00,652,0,2,4,1,1,1,1
17898,22,0,5000.00,652,0,2,4,1,1,1,1
17899,36,0,22000.00,652,0,2,4,1,1,1,1
17900,32,0,6000.00,652,0,2,4,1,1,1,1
17901,22,0,5000.00,652,0,2,4,1,1,1,1
17902,27,0,4000.00,651,0,2,4,1,1,1,1
17903,31,0,2000.00,651,0,2,4,1,1,1,1
17904,22,0,2000.00,651,0,2,4,1,1,1,1
17906,31,0,7000.00,651,0,2,4,1,1,1,1
17907,30,0,3000.00,651,0,2,4,1,1,1,1
17908,20,0,2000.00,651,0,2,4,1,1,1,1
17909,24,0,20000.00,651,0,2,4,1,1,1,1
17910,25,0,4000.00,649,0,2,4,1,1,1,1
17911,29,0,4000.00,649,0,2,4,1,1,1,1
17912,29,0,2500.00,649,0,2,4,1,1,1,1
17913,29,0,11000.00,649,0,2,4,1,1,1,1
17914,26,0,5000.00,649,0,2,4,1,1,1,1
17916,36,0,2000.00,649,0,2,4,1,1,1,1
17918,35,0,5500.00,649,0,2,4,1,1,1,1
17919,29,0,2000.00,649,0,2,4,1,1,1,1
17920,21,0,5000.00,649,0,2,4,1,1,1,1
17921,24,0,8000.00,649,0,2,4,1,1,1,1
17923,28,0,40000.00,649,0,2,4,1,1,1,1
17925,35,0,5000.00,648,0,2,4,1,1,1,1
17926,30,0,3000.00,648,0,2,4,1,1,1,1
17928,29,0,4000.00,648,0,2,4,1,1,1,1
17931,19,0,4000.00,645,0,2,4,1,1,1,1
17933,25,2,15000.00,644,0,2,4,1,1,1,1
17934,12,0,40000.00,644,0,3,6,1,1,1,1
17937,6,0,30000.00,643,0,5,12,1,1,1,0
17938,6,0,3000.00,643,0,5,12,1,1,1,0
17939,8,0,2000.00,643,0,7,11,1,1,1,0
17940,6,0,2000.00,637,0,2,4,1,1,1,0
17941,7,0,8000.00,637,0,7,11,1,1,1,0
17942,7,0,300.00,637,0,7,11,1,1,1,0
17943,7,0,3000.00,637,0,2,4,1,1,1,0
17944,7,0,300.00,637,0,7,11,1,1,1,0
17945,7,0,3000.00,637,0,2,4,1,1,1,0
17947,16,0,21000.00,635,0,2,4,1,1,1,0
17948,12,0,5000.00,635,0,2,4,1,1,1,0
17949,16,0,100000.00,635,0,2,4,1,1,1,0
17950,15,0,12000.00,635,0,5,12,1,1,1,0
17951,16,0,120000.00,635,0,2,4,1,1,1,0
17952,11,0,16000.00,634,0,2,4,1,1,1,0
17953,13,0,30000.00,634,0,2,4,1,1,1,0
17954,15,0,3000.00,630,0,5,12,1,1,1,0
17955,5,0,13000.00,630,0,2,4,1,1,1,0
17956,13,0,120000.00,630,0,3,6,1,1,1,0
17957,9,0,4000.00,629,0,2,4,1,1,1,0
17958,8,0,6000.00,629,0,7,11,1,1,1,0
17959,12,0,10000.00,629,0,2,4,1,1,1,0
17960,8,0,0.00,627,0,4,10,1,1,1,1
17961,12,0,20000.00,624,0,2,4,1,1,1,0
17962,12,0,10000.00,624,0,5,12,1,1,1,0
17963,37,0,6000.00,624,0,2,4,1,1,1,1
17964,13,0,13000.00,624,0,2,4,1,1,1,0
17965,26,0,30000.00,624,0,3,5,1,1,1,1
17966,6,0,40000.00,624,0,5,12,1,1,1,0
17967,28,0,30000.00,624,0,2,4,1,1,1,0
17968,19,0,6000.00,624,0,5,12,1,1,1,0
17969,6,0,12000.00,624,0,2,4,1,1,1,0
17971,30,0,3000.00,623,0,2,4,1,1,1,0
17973,8,0,13000.00,623,0,2,4,1,1,1,0
17974,14,0,23000.00,622,0,5,12,1,1,1,0
17975,34,0,5000.00,622,0,2,4,1,1,1,1
17976,8,0,20000.00,622,0,2,4,1,1,1,0
17977,17,0,10000.00,622,0,2,4,1,1,1,0
17978,26,0,10000.00,622,0,2,4,1,1,1,1
17979,16,0,8000.00,622,0,2,4,1,1,1,0
17981,16,0,9000.00,622,0,2,4,1,1,1,0
17982,16,0,3000.00,622,0,2,4,1,1,1,0
17983,16,0,16000.00,622,0,2,4,1,1,1,0
17984,8,0,9000.00,622,0,2,4,1,1,1,0
17985,7,0,5000.00,622,0,2,4,1,1,1,0
17986,27,0,10000.00,622,0,2,4,1,1,1,1
17987,16,0,45000.00,621,0,2,4,1,1,1,0
17988,16,0,9000.00,621,0,2,4,1,1,1,0
17989,16,0,5000.00,621,0,2,4,1,1,1,0
17990,11,0,17000.00,621,0,2,4,1,1,1,0
17991,26,0,10000.00,621,0,2,4,1,1,1,1
17992,16,0,26000.00,621,0,2,4,1,1,1,0
17993,16,0,3000.00,621,0,2,4,1,1,1,0
17994,8,0,4000.00,615,0,2,4,1,1,1,0
17995,16,0,7000.00,615,0,2,4,1,1,1,0
17996,8,0,5000.00,615,0,2,4,1,1,1,0
17997,41,0,9000.00,615,0,2,4,1,1,1,1
17998,12,0,8000.00,615,0,2,4,1,1,1,0
17999,8,0,4000.00,615,0,2,4,1,1,1,0
18001,16,0,50000.00,615,0,2,4,1,1,1,0
18011,15,0,9000.00,609,0,2,4,1,1,1,0
18014,10,0,30000.00,608,0,2,4,1,1,1,0
18015,9,0,10000.00,608,0,2,4,1,1,1,0
18016,53,0,10000.00,608,0,2,4,1,1,1,1
18017,15,0,3000.00,608,0,2,4,1,1,1,0
18018,11,0,3512154.00,607,0,5,14,1,1,1,0
18019,15,0,1500.00,607,0,3,5,1,1,1,0
18021,40,0,4500.00,607,0,5,12,1,1,1,1
18022,26,0,7000.00,607,0,5,12,1,1,1,1
18024,15,0,10000.00,607,0,2,4,1,1,1,0
18026,15,0,40000.00,607,0,2,4,1,1,1,0
18027,15,0,13000.00,606,0,2,4,1,1,1,0
18028,15,0,10000.00,606,0,2,4,1,1,1,0
18029,15,0,8000.00,606,0,2,4,1,1,1,0
18030,16,0,3000.00,606,0,2,4,1,1,1,0
18031,19,0,4000.00,606,0,2,4,1,1,1,0
18032,9,0,5000.00,606,0,2,4,1,1,1,0
18034,48,3,249307.00,599,0,3,1,1,1,1,1
18042,14,0,7000.00,888,0,2,4,1,1,1,1
18051,27,0,10000.00,799,0,2,4,1,1,1,1
18079,10,0,6000.00,575,0,2,4,1,1,1,0
18080,7,0,12000.00,575,0,7,11,1,1,1,0
18081,7,0,3000.00,575,0,2,4,1,1,1,0
18082,7,0,5000.00,574,0,2,4,1,1,1,0
18083,12,0,1500.00,574,0,7,11,1,1,1,0
18084,7,0,2000.00,574,0,7,11,1,1,1,0
18085,32,0,20000.00,574,0,7,11,1,1,1,1
18086,7,0,15000.00,574,0,7,11,1,1,1,0
18088,30,0,3000.00,572,0,7,11,1,1,1,1
18090,10,0,2000.00,564,0,2,4,1,1,1,0
18092,11,0,0.00,564,0,7,11,1,1,1,0
18109,27,0,2000.00,539,0,5,8,1,1,1,1
18111,37,0,6000.00,504,0,5,8,1,1,1,1
18113,5,0,10000.00,502,0,5,12,1,1,1,0
18119,13,0,6983.88,489,0,5,12,1,1,1,0
18120,20,0,0.00,484,0,5,8,1,1,1,1
18121,6,0,100.00,477,0,3,5,1,1,1,1
18123,5,0,0.00,453,0,5,7,1,1,1,0
18128,8,0,138296.00,452,0,7,11,1,1,1,0
18142,43,0,1000000.00,433,0,6,15,1,1,1,1
18149,14,0,1864.98,421,0,7,25,1,1,1,0
18151,55,0,0.00,421,0,3,5,1,1,1,1
18162,12,0,0.00,419,0,3,5,1,1,1,0
18163,12,0,0.00,419,0,3,5,1,1,1,0
18167,64,0,6000.00,623,0,5,12,1,1,1,1
18170,40,0,0.00,418,0,4,10,1,1,1,1
18177,29,0,3000.00,623,0,2,4,1,1,1,1
18181,8,0,180000.00,382,0,7,29,1,1,1,0
18182,17,0,1000.00,382,0,7,11,1,1,1,1
18185,13,0,0.00,382,0,3,5,1,1,1,1
18187,18,0,0.00,371,0,3,5,1,1,1,1
18191,8,0,14008.00,364,0,0,0,1,1,1,0
18198,40,0,6000.00,995,0,2,4,1,1,1,1
18210,7,0,0.00,321,0,11,27,1,1,1,1
18227,17,0,7000.00,622,0,2,4,1,1,1,1
18234,40,0,307824.41,195,0,5,12,1,1,1,1
18240,8,0,15000.00,173,0,2,4,1,1,1,0
18244,18,1,18000.00,158,0,5,8,1,1,1,1
18247,7,0,300000.00,155,0,5,8,1,1,1,0
18248,15,1,80000.00,155,0,5,8,1,1,1,1
18252,18,1,40000.00,131,1,2,4,1,1,1,1
18253,17,2,42000.00,131,0,5,8,1,1,1,1
18255,16,1,80000.00,130,0,5,8,1,1,1,1
18276,14,4,30000.00,112,0,2,4,1,0,1,1
18283,11,1,40000.00,90,1,0,0,1,0,1,1
18288,18,1,4000.00,958,0,2,4,1,1,1,1
18291,7,1,600.00,69,0,4,10,1,0,1,1
18292,35,0,50000.00,819,0,7,11,1,1,1,1
18328,15,1,3900.00,0,0,0,0,1,0,1,1
